"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Ano x Cor ou raça x Sexo"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"2022"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";;;"Branca";;;"Preta";;;"Amarela";;;"Parda";;;"Indígena"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"Carapebus (RJ)";"55 anos";"155";"73";"82";"58";"19";"39";"19";"10";"9";"-";"-";"-";"78";"44";"34";"-";"-";"-"
"Carapebus (RJ)";"56 anos";"177";"100";"77";"50";"24";"26";"30";"20";"10";"-";"-";"-";"97";"56";"41";"-";"-";"-"
"Carapebus (RJ)";"57 anos";"195";"103";"92";"56";"27";"29";"29";"13";"16";"-";"-";"-";"109";"62";"47";"1";"1";"-"
"Carapebus (RJ)";"58 anos";"173";"82";"91";"57";"28";"29";"23";"9";"14";"-";"-";"-";"93";"45";"48";"-";"-";"-"
"Carapebus (RJ)";"59 anos";"161";"72";"89";"55";"24";"31";"18";"7";"11";"-";"-";"-";"88";"41";"47";"-";"-";"-"
"Carapebus (RJ)";"60 a 64 anos";"787";"417";"370";"241";"131";"110";"103";"55";"48";"-";"-";"-";"441";"230";"211";"2";"1";"1"
"Carapebus (RJ)";"60 anos";"192";"100";"92";"51";"32";"19";"22";"9";"13";"-";"-";"-";"119";"59";"60";"-";"-";"-"
"Carapebus (RJ)";"61 anos";"139";"79";"60";"42";"27";"15";"21";"11";"10";"-";"-";"-";"75";"41";"34";"1";"-";"1"
"Carapebus (RJ)";"62 anos";"165";"92";"73";"52";"27";"25";"24";"17";"7";"-";"-";"-";"88";"47";"41";"1";"1";"-"
"Carapebus (RJ)";"63 anos";"143";"75";"68";"43";"25";"18";"21";"9";"12";"-";"-";"-";"79";"41";"38";"-";"-";"-"
"Carapebus (RJ)";"64 anos";"148";"71";"77";"53";"20";"33";"15";"9";"6";"-";"-";"-";"80";"42";"38";"-";"-";"-"
"Carapebus (RJ)";"65 a 69 anos";"563";"291";"272";"199";"104";"95";"75";"44";"31";"-";"-";"-";"288";"142";"146";"1";"1";"-"
"Carapebus (RJ)";"65 anos";"128";"65";"63";"42";"20";"22";"16";"9";"7";"-";"-";"-";"70";"36";"34";"-";"-";"-"
"Carapebus (RJ)";"66 anos";"109";"57";"52";"35";"19";"16";"17";"10";"7";"-";"-";"-";"56";"27";"29";"1";"1";"-"
"Carapebus (RJ)";"67 anos";"127";"62";"65";"50";"25";"25";"15";"9";"6";"-";"-";"-";"62";"28";"34";"-";"-";"-"
"Carapebus (RJ)";"68 anos";"119";"68";"51";"44";"27";"17";"16";"8";"8";"-";"-";"-";"59";"33";"26";"-";"-";"-"
"Carapebus (RJ)";"69 anos";"80";"39";"41";"28";"13";"15";"11";"8";"3";"-";"-";"-";"41";"18";"23";"-";"-";"-"
"Carapebus (RJ)";"70 a 74 anos";"468";"225";"243";"170";"79";"91";"58";"27";"31";"1";"1";"-";"237";"118";"119";"2";"-";"2"
"Carapebus (RJ)";"70 anos";"115";"55";"60";"43";"18";"25";"20";"11";"9";"-";"-";"-";"51";"26";"25";"1";"-";"1"
"Carapebus (RJ)";"71 anos";"106";"52";"54";"39";"23";"16";"14";"5";"9";"-";"-";"-";"53";"24";"29";"-";"-";"-"
"Carapebus (RJ)";"72 anos";"97";"44";"53";"24";"9";"15";"9";"5";"4";"-";"-";"-";"63";"30";"33";"1";"-";"1"
"Carapebus (RJ)";"73 anos";"72";"33";"39";"27";"9";"18";"7";"2";"5";"1";"1";"-";"37";"21";"16";"-";"-";"-"
"Carapebus (RJ)";"74 anos";"78";"41";"37";"37";"20";"17";"8";"4";"4";"-";"-";"-";"33";"17";"16";"-";"-";"-"
"Carapebus (RJ)";"75 a 79 anos";"275";"136";"139";"106";"52";"54";"22";"11";"11";"-";"-";"-";"147";"73";"74";"-";"-";"-"
"Carapebus (RJ)";"75 anos";"60";"29";"31";"21";"13";"8";"8";"3";"5";"-";"-";"-";"31";"13";"18";"-";"-";"-"
"Carapebus (RJ)";"76 anos";"63";"32";"31";"26";"14";"12";"3";"2";"1";"-";"-";"-";"34";"16";"18";"-";"-";"-"
"Carapebus (RJ)";"77 anos";"52";"26";"26";"20";"8";"12";"2";"1";"1";"-";"-";"-";"30";"17";"13";"-";"-";"-"
"Carapebus (RJ)";"78 anos";"54";"31";"23";"17";"10";"7";"6";"3";"3";"-";"-";"-";"31";"18";"13";"-";"-";"-"
"Carapebus (RJ)";"79 anos";"46";"18";"28";"22";"7";"15";"3";"2";"1";"-";"-";"-";"21";"9";"12";"-";"-";"-"
"Carapebus (RJ)";"80 a 84 anos";"172";"84";"88";"68";"32";"36";"21";"7";"14";"-";"-";"-";"83";"45";"38";"-";"-";"-"
"Carapebus (RJ)";"80 anos";"49";"22";"27";"18";"8";"10";"5";"2";"3";"-";"-";"-";"26";"12";"14";"-";"-";"-"
"Carapebus (RJ)";"81 anos";"27";"7";"20";"12";"3";"9";"5";"-";"5";"-";"-";"-";"10";"4";"6";"-";"-";"-"
"Carapebus (RJ)";"82 anos";"30";"20";"10";"12";"10";"2";"4";"1";"3";"-";"-";"-";"14";"9";"5";"-";"-";"-"
"Carapebus (RJ)";"83 anos";"33";"19";"14";"12";"6";"6";"3";"1";"2";"-";"-";"-";"18";"12";"6";"-";"-";"-"
"Carapebus (RJ)";"84 anos";"33";"16";"17";"14";"5";"9";"4";"3";"1";"-";"-";"-";"15";"8";"7";"-";"-";"-"
"Carapebus (RJ)";"85 a 89 anos";"92";"41";"51";"26";"11";"15";"13";"8";"5";"-";"-";"-";"53";"22";"31";"-";"-";"-"
"Carapebus (RJ)";"85 anos";"20";"9";"11";"4";"2";"2";"3";"1";"2";"-";"-";"-";"13";"6";"7";"-";"-";"-"
"Carapebus (RJ)";"86 anos";"20";"11";"9";"8";"4";"4";"2";"2";"-";"-";"-";"-";"10";"5";"5";"-";"-";"-"
"Carapebus (RJ)";"87 anos";"21";"9";"12";"6";"3";"3";"3";"2";"1";"-";"-";"-";"12";"4";"8";"-";"-";"-"
"Carapebus (RJ)";"88 anos";"13";"5";"8";"2";"-";"2";"3";"2";"1";"-";"-";"-";"8";"3";"5";"-";"-";"-"
"Carapebus (RJ)";"89 anos";"18";"7";"11";"6";"2";"4";"2";"1";"1";"-";"-";"-";"10";"4";"6";"-";"-";"-"
"Carapebus (RJ)";"90 a 94 anos";"39";"16";"23";"17";"5";"12";"4";"2";"2";"-";"-";"-";"18";"9";"9";"-";"-";"-"
"Carapebus (RJ)";"90 anos";"9";"4";"5";"6";"2";"4";"-";"-";"-";"-";"-";"-";"3";"2";"1";"-";"-";"-"
"Carapebus (RJ)";"91 anos";"8";"1";"7";"4";"-";"4";"-";"-";"-";"-";"-";"-";"4";"1";"3";"-";"-";"-"
"Carapebus (RJ)";"92 anos";"15";"7";"8";"3";"1";"2";"4";"2";"2";"-";"-";"-";"8";"4";"4";"-";"-";"-"
"Carapebus (RJ)";"93 anos";"5";"2";"3";"4";"2";"2";"-";"-";"-";"-";"-";"-";"1";"-";"1";"-";"-";"-"
"Carapebus (RJ)";"94 anos";"2";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-"
"Carapebus (RJ)";"95 a 99 anos";"11";"3";"8";"2";"-";"2";"1";"1";"-";"-";"-";"-";"8";"2";"6";"-";"-";"-"
"Carapebus (RJ)";"95 anos";"5";"1";"4";"1";"-";"1";"-";"-";"-";"-";"-";"-";"4";"1";"3";"-";"-";"-"
"Carapebus (RJ)";"96 anos";"2";"1";"1";"-";"-";"-";"1";"1";"-";"-";"-";"-";"1";"-";"1";"-";"-";"-"
"Carapebus (RJ)";"97 anos";"1";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-"
"Carapebus (RJ)";"98 anos";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Carapebus (RJ)";"99 anos";"1";"-";"1";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Carapebus (RJ)";"100 anos ou mais";"4";"2";"2";"1";"1";"-";"-";"-";"-";"-";"-";"-";"3";"1";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"Total";"8741";"4196";"4545";"2869";"1403";"1466";"1977";"949";"1028";"20";"8";"12";"3870";"1833";"2037";"5";"3";"2"
"Comendador Levy Gasparian (RJ)";"0 a 4 anos";"529";"260";"269";"199";"100";"99";"76";"43";"33";"1";"1";"-";"253";"116";"137";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"Menos de 1 ano";"88";"39";"49";"37";"19";"18";"12";"8";"4";"1";"1";"-";"38";"11";"27";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"Menos de 1 mês";"3";"-";"3";"1";"-";"1";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"1 mês";"7";"4";"3";"2";"1";"1";"2";"1";"1";"1";"1";"-";"2";"1";"1";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"2 meses";"5";"1";"4";"3";"1";"2";"-";"-";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"3 meses";"9";"3";"6";"2";"1";"1";"3";"1";"2";"-";"-";"-";"4";"1";"3";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"4 meses";"9";"3";"6";"4";"2";"2";"-";"-";"-";"-";"-";"-";"5";"1";"4";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"5 meses";"5";"4";"1";"2";"1";"1";"1";"1";"-";"-";"-";"-";"2";"2";"-";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"6 meses";"8";"2";"6";"2";"-";"2";"-";"-";"-";"-";"-";"-";"6";"2";"4";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"7 meses";"12";"5";"7";"7";"4";"3";"2";"1";"1";"-";"-";"-";"3";"-";"3";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"8 meses";"6";"2";"4";"1";"-";"1";"-";"-";"-";"-";"-";"-";"5";"2";"3";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"9 meses";"9";"8";"1";"4";"4";"-";"2";"2";"-";"-";"-";"-";"3";"2";"1";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"10 meses";"7";"3";"4";"4";"2";"2";"1";"1";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"11 meses";"8";"4";"4";"5";"3";"2";"1";"1";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"1 ano";"91";"50";"41";"27";"11";"16";"15";"10";"5";"-";"-";"-";"49";"29";"20";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"2 anos";"109";"52";"57";"46";"25";"21";"18";"8";"10";"-";"-";"-";"45";"19";"26";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"3 anos";"128";"57";"71";"48";"21";"27";"12";"4";"8";"-";"-";"-";"68";"32";"36";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"4 anos";"113";"62";"51";"41";"24";"17";"19";"13";"6";"-";"-";"-";"53";"25";"28";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"5 a 9 anos";"580";"280";"300";"172";"91";"81";"124";"55";"69";"-";"-";"-";"284";"134";"150";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"5 anos";"108";"56";"52";"33";"19";"14";"22";"11";"11";"-";"-";"-";"53";"26";"27";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"6 anos";"129";"60";"69";"32";"14";"18";"27";"9";"18";"-";"-";"-";"70";"37";"33";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"7 anos";"108";"48";"60";"32";"18";"14";"27";"12";"15";"-";"-";"-";"49";"18";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"8 anos";"109";"60";"49";"32";"17";"15";"21";"10";"11";"-";"-";"-";"56";"33";"23";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"9 anos";"126";"56";"70";"43";"23";"20";"27";"13";"14";"-";"-";"-";"56";"20";"36";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"10 a 14 anos";"569";"284";"285";"185";"97";"88";"106";"46";"60";"1";"-";"1";"277";"141";"136";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"10 anos";"108";"52";"56";"40";"16";"24";"17";"8";"9";"-";"-";"-";"51";"28";"23";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"11 anos";"116";"53";"63";"41";"23";"18";"19";"8";"11";"1";"-";"1";"55";"22";"33";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"12 anos";"111";"54";"57";"29";"17";"12";"20";"10";"10";"-";"-";"-";"62";"27";"35";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"13 anos";"108";"55";"53";"32";"17";"15";"24";"9";"15";"-";"-";"-";"52";"29";"23";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"14 anos";"126";"70";"56";"43";"24";"19";"26";"11";"15";"-";"-";"-";"57";"35";"22";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"15 a 19 anos";"596";"322";"274";"180";"97";"83";"130";"76";"54";"2";"2";"-";"284";"147";"137";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"15 anos";"118";"70";"48";"36";"26";"10";"22";"13";"9";"-";"-";"-";"60";"31";"29";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"16 anos";"133";"69";"64";"36";"14";"22";"30";"18";"12";"-";"-";"-";"67";"37";"30";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"17 anos";"131";"76";"55";"42";"23";"19";"31";"19";"12";"-";"-";"-";"58";"34";"24";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"18 anos";"100";"55";"45";"33";"18";"15";"19";"12";"7";"-";"-";"-";"48";"25";"23";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"19 anos";"114";"52";"62";"33";"16";"17";"28";"14";"14";"2";"2";"-";"51";"20";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"20 a 24 anos";"597";"282";"315";"173";"93";"80";"155";"69";"86";"1";"1";"-";"268";"119";"149";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"20 anos";"113";"56";"57";"31";"17";"14";"23";"13";"10";"-";"-";"-";"59";"26";"33";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"21 anos";"115";"51";"64";"34";"20";"14";"32";"12";"20";"-";"-";"-";"49";"19";"30";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"22 anos";"119";"54";"65";"35";"16";"19";"31";"16";"15";"-";"-";"-";"53";"22";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"23 anos";"114";"60";"54";"36";"20";"16";"29";"15";"14";"-";"-";"-";"49";"25";"24";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"24 anos";"136";"61";"75";"37";"20";"17";"40";"13";"27";"1";"1";"-";"58";"27";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"25 a 29 anos";"625";"305";"320";"176";"78";"98";"149";"72";"77";"2";"-";"2";"298";"155";"143";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"25 anos";"146";"75";"71";"42";"18";"24";"36";"18";"18";"1";"-";"1";"67";"39";"28";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"26 anos";"145";"71";"74";"39";"17";"22";"37";"17";"20";"-";"-";"-";"69";"37";"32";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"27 anos";"125";"59";"66";"35";"15";"20";"31";"16";"15";"-";"-";"-";"59";"28";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"28 anos";"112";"47";"65";"34";"14";"20";"21";"8";"13";"1";"-";"1";"56";"25";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"29 anos";"97";"53";"44";"26";"14";"12";"24";"13";"11";"-";"-";"-";"47";"26";"21";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"30 a 34 anos";"587";"271";"316";"166";"73";"93";"151";"76";"75";"1";"-";"1";"268";"122";"146";"1";"-";"1"
"Comendador Levy Gasparian (RJ)";"30 anos";"136";"56";"80";"51";"23";"28";"32";"16";"16";"1";"-";"1";"52";"17";"35";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"31 anos";"111";"44";"67";"32";"9";"23";"25";"11";"14";"-";"-";"-";"54";"24";"30";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"32 anos";"116";"62";"54";"27";"12";"15";"35";"21";"14";"-";"-";"-";"54";"29";"25";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"33 anos";"122";"63";"59";"33";"15";"18";"33";"19";"14";"-";"-";"-";"56";"29";"27";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"34 anos";"102";"46";"56";"23";"14";"9";"26";"9";"17";"-";"-";"-";"52";"23";"29";"1";"-";"1"
"Comendador Levy Gasparian (RJ)";"35 a 39 anos";"583";"288";"295";"178";"85";"93";"155";"75";"80";"1";"-";"1";"248";"127";"121";"1";"1";"-"
"Comendador Levy Gasparian (RJ)";"35 anos";"111";"56";"55";"25";"12";"13";"35";"18";"17";"-";"-";"-";"51";"26";"25";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"36 anos";"124";"57";"67";"35";"15";"20";"37";"19";"18";"-";"-";"-";"52";"23";"29";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"37 anos";"124";"69";"55";"42";"27";"15";"29";"11";"18";"-";"-";"-";"53";"31";"22";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"38 anos";"101";"43";"58";"36";"15";"21";"20";"8";"12";"1";"-";"1";"43";"19";"24";"1";"1";"-"
"Comendador Levy Gasparian (RJ)";"39 anos";"123";"63";"60";"40";"16";"24";"34";"19";"15";"-";"-";"-";"49";"28";"21";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"40 a 44 anos";"636";"312";"324";"206";"98";"108";"163";"83";"80";"-";"-";"-";"267";"131";"136";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"40 anos";"141";"64";"77";"40";"21";"19";"47";"21";"26";"-";"-";"-";"54";"22";"32";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"41 anos";"110";"54";"56";"41";"20";"21";"23";"13";"10";"-";"-";"-";"46";"21";"25";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"42 anos";"146";"74";"72";"46";"22";"24";"32";"20";"12";"-";"-";"-";"68";"32";"36";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"43 anos";"129";"70";"59";"42";"23";"19";"38";"20";"18";"-";"-";"-";"49";"27";"22";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"44 anos";"110";"50";"60";"37";"12";"25";"23";"9";"14";"-";"-";"-";"50";"29";"21";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"45 a 49 anos";"577";"271";"306";"173";"84";"89";"154";"71";"83";"1";"1";"-";"249";"115";"134";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"45 anos";"118";"53";"65";"33";"16";"17";"30";"14";"16";"-";"-";"-";"55";"23";"32";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"46 anos";"123";"54";"69";"40";"20";"20";"36";"17";"19";"-";"-";"-";"47";"17";"30";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"47 anos";"134";"65";"69";"41";"20";"21";"38";"19";"19";"-";"-";"-";"55";"26";"29";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"48 anos";"94";"47";"47";"28";"14";"14";"24";"10";"14";"1";"1";"-";"41";"22";"19";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"49 anos";"108";"52";"56";"31";"14";"17";"26";"11";"15";"-";"-";"-";"51";"27";"24";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"50 a 54 anos";"613";"290";"323";"210";"101";"109";"145";"64";"81";"2";"-";"2";"256";"125";"131";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"50 anos";"124";"52";"72";"42";"18";"24";"28";"12";"16";"1";"-";"1";"53";"22";"31";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"51 anos";"125";"57";"68";"48";"20";"28";"22";"11";"11";"-";"-";"-";"55";"26";"29";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"52 anos";"127";"66";"61";"44";"23";"21";"35";"14";"21";"-";"-";"-";"48";"29";"19";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"53 anos";"116";"59";"57";"37";"22";"15";"30";"13";"17";"1";"-";"1";"48";"24";"24";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"54 anos";"121";"56";"65";"39";"18";"21";"30";"14";"16";"-";"-";"-";"52";"24";"28";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"55 a 59 anos";"608";"270";"338";"219";"101";"118";"123";"56";"67";"2";"1";"1";"263";"111";"152";"1";"1";"-"
"Comendador Levy Gasparian (RJ)";"55 anos";"125";"47";"78";"43";"21";"22";"29";"10";"19";"-";"-";"-";"53";"16";"37";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"56 anos";"137";"70";"67";"45";"19";"26";"31";"19";"12";"1";"1";"-";"60";"31";"29";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"57 anos";"125";"52";"73";"43";"19";"24";"26";"14";"12";"1";"-";"1";"55";"19";"36";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"58 anos";"119";"53";"66";"51";"24";"27";"21";"8";"13";"-";"-";"-";"46";"20";"26";"1";"1";"-"
"Comendador Levy Gasparian (RJ)";"59 anos";"102";"48";"54";"37";"18";"19";"16";"5";"11";"-";"-";"-";"49";"25";"24";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"60 a 64 anos";"508";"242";"266";"186";"85";"101";"115";"57";"58";"1";"1";"-";"205";"98";"107";"1";"1";"-"
"Comendador Levy Gasparian (RJ)";"60 anos";"109";"45";"64";"40";"17";"23";"25";"8";"17";"-";"-";"-";"44";"20";"24";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"61 anos";"85";"49";"36";"23";"12";"11";"21";"12";"9";"-";"-";"-";"41";"25";"16";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"62 anos";"116";"54";"62";"40";"18";"22";"24";"12";"12";"-";"-";"-";"51";"23";"28";"1";"1";"-"
"Comendador Levy Gasparian (RJ)";"63 anos";"112";"48";"64";"45";"20";"25";"25";"12";"13";"-";"-";"-";"42";"16";"26";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"64 anos";"86";"46";"40";"38";"18";"20";"20";"13";"7";"1";"1";"-";"27";"14";"13";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"65 a 69 anos";"395";"190";"205";"141";"74";"67";"87";"43";"44";"1";"-";"1";"166";"73";"93";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"65 anos";"85";"40";"45";"31";"16";"15";"22";"9";"13";"1";"-";"1";"31";"15";"16";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"66 anos";"75";"40";"35";"30";"17";"13";"17";"10";"7";"-";"-";"-";"28";"13";"15";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"67 anos";"89";"45";"44";"30";"14";"16";"21";"13";"8";"-";"-";"-";"38";"18";"20";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"68 anos";"77";"37";"40";"27";"15";"12";"12";"7";"5";"-";"-";"-";"38";"15";"23";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"69 anos";"69";"28";"41";"23";"12";"11";"15";"4";"11";"-";"-";"-";"31";"12";"19";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"70 a 74 anos";"309";"151";"158";"122";"71";"51";"64";"29";"35";"-";"-";"-";"122";"51";"71";"1";"-";"1"
"Comendador Levy Gasparian (RJ)";"70 anos";"82";"40";"42";"35";"21";"14";"14";"6";"8";"-";"-";"-";"33";"13";"20";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"71 anos";"52";"25";"27";"15";"10";"5";"12";"6";"6";"-";"-";"-";"24";"9";"15";"1";"-";"1"
"Comendador Levy Gasparian (RJ)";"72 anos";"69";"26";"43";"28";"13";"15";"12";"3";"9";"-";"-";"-";"29";"10";"19";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"73 anos";"57";"34";"23";"31";"19";"12";"11";"8";"3";"-";"-";"-";"15";"7";"8";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"74 anos";"49";"26";"23";"13";"8";"5";"15";"6";"9";"-";"-";"-";"21";"12";"9";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"75 a 79 anos";"204";"79";"125";"80";"28";"52";"43";"18";"25";"1";"-";"1";"80";"33";"47";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"75 anos";"46";"19";"27";"18";"8";"10";"8";"4";"4";"-";"-";"-";"20";"7";"13";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"76 anos";"49";"17";"32";"20";"6";"14";"13";"5";"8";"-";"-";"-";"16";"6";"10";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"77 anos";"41";"14";"27";"12";"4";"8";"10";"3";"7";"-";"-";"-";"19";"7";"12";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"78 anos";"35";"18";"17";"20";"8";"12";"6";"3";"3";"-";"-";"-";"9";"7";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"79 anos";"33";"11";"22";"10";"2";"8";"6";"3";"3";"1";"-";"1";"16";"6";"10";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"80 a 84 anos";"139";"65";"74";"66";"31";"35";"22";"9";"13";"2";"1";"1";"49";"24";"25";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"80 anos";"35";"17";"18";"16";"9";"7";"3";"1";"2";"1";"1";"-";"15";"6";"9";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"81 anos";"30";"23";"7";"15";"11";"4";"8";"5";"3";"-";"-";"-";"7";"7";"-";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"82 anos";"28";"9";"19";"14";"5";"9";"4";"1";"3";"-";"-";"-";"10";"3";"7";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"83 anos";"30";"12";"18";"13";"5";"8";"4";"1";"3";"-";"-";"-";"13";"6";"7";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"84 anos";"16";"4";"12";"8";"1";"7";"3";"1";"2";"1";"-";"1";"4";"2";"2";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"85 a 89 anos";"53";"16";"37";"25";"9";"16";"5";"2";"3";"1";"-";"1";"22";"5";"17";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"85 anos";"16";"4";"12";"5";"1";"4";"2";"1";"1";"-";"-";"-";"9";"2";"7";"-";"-";"-"
"Comendador Levy Gasparian (RJ)";"86 anos";"18";"6";"12";"9";"3";"6";"1";"-";"1";"1";"-";"1";"7";"3";"4";"-";"-";"-"
