"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Ano x Cor ou raça x Sexo"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"2022"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";;;"Branca";;;"Preta";;;"Amarela";;;"Parda";;;"Indígena"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"Rio de Janeiro";"30 anos";"189180";"91041";"98139";"70458";"33098";"37360";"34647";"17438";"17209";"271";"118";"153";"83607";"40295";"43312";"189";"89";"100"
"Rio de Janeiro";"31 anos";"161296";"77074";"84222";"61455";"28690";"32765";"29994";"14825";"15169";"278";"124";"154";"69373";"33346";"36027";"189";"86";"103"
"Rio de Janeiro";"32 anos";"185189";"87963";"97226";"69456";"32200";"37256";"33722";"16687";"17035";"292";"142";"150";"81511";"38840";"42671";"204";"92";"112"
"Rio de Janeiro";"33 anos";"177591";"84496";"93095";"67049";"30910";"36139";"32710";"16121";"16589";"277";"127";"150";"77383";"37255";"40128";"168";"81";"87"
"Rio de Janeiro";"34 anos";"172074";"81615";"90459";"65530";"30170";"35360";"31852";"15582";"16270";"267";"115";"152";"74221";"35650";"38571";"194";"92";"102"
"Rio de Janeiro";"35 a 39 anos";"919732";"433218";"486514";"352249";"160558";"191691";"165001";"80116";"84885";"1607";"754";"853";"399804";"191299";"208505";"1024";"465";"559"
"Rio de Janeiro";"35 anos";"189344";"89824";"99520";"71990";"33106";"38884";"33678";"16584";"17094";"319";"144";"175";"83152";"39895";"43257";"194";"89";"105"
"Rio de Janeiro";"36 anos";"183300";"86038";"97262";"70032";"31843";"38189";"33132";"16109";"17023";"315";"146";"169";"79611";"37852";"41759";"206";"87";"119"
"Rio de Janeiro";"37 anos";"175677";"82479";"93198";"67702";"30795";"36907";"31789";"15357";"16432";"287";"137";"150";"75684";"36100";"39584";"205";"86";"119"
"Rio de Janeiro";"38 anos";"184174";"86964";"97210";"70367";"31936";"38431";"32911";"16027";"16884";"326";"167";"159";"80344";"38719";"41625";"210";"104";"106"
"Rio de Janeiro";"39 anos";"187237";"87913";"99324";"72158";"32878";"39280";"33491";"16039";"17452";"360";"160";"200";"81013";"38733";"42280";"209";"99";"110"
"Rio de Janeiro";"40 a 44 anos";"979299";"462258";"517041";"380449";"172220";"208229";"172559";"83990";"88569";"1620";"686";"934";"423537";"204832";"218705";"1102";"517";"585"
"Rio de Janeiro";"40 anos";"225276";"107180";"118096";"87017";"39863";"47154";"39286";"19417";"19869";"348";"141";"207";"98385";"47655";"50730";"234";"102";"132"
"Rio de Janeiro";"41 anos";"188867";"89563";"99304";"74094";"34007";"40087";"33480";"16234";"17246";"297";"130";"167";"80767";"39068";"41699";"225";"123";"102"
"Rio de Janeiro";"42 anos";"211035";"99794";"111241";"81538";"36757";"44781";"37279";"18330";"18949";"332";"145";"187";"91671";"44469";"47202";"210";"91";"119"
"Rio de Janeiro";"43 anos";"184638";"86324";"98314";"71604";"31990";"39614";"32644";"15655";"16989";"336";"148";"188";"79823";"38424";"41399";"222";"105";"117"
"Rio de Janeiro";"44 anos";"169483";"79397";"90086";"66196";"29603";"36593";"29870";"14354";"15516";"307";"122";"185";"72891";"35216";"37675";"211";"96";"115"
"Rio de Janeiro";"45 a 49 anos";"839608";"391766";"447842";"329494";"147119";"182375";"144765";"69095";"75670";"1274";"562";"712";"363128";"174549";"188579";"922";"432";"490"
"Rio de Janeiro";"45 anos";"187775";"89010";"98765";"72489";"32881";"39608";"32453";"15802";"16651";"275";"111";"164";"82354";"40123";"42231";"199";"92";"107"
"Rio de Janeiro";"46 anos";"166701";"77636";"89065";"65254";"29071";"36183";"29149";"13831";"15318";"272";"127";"145";"71838";"34510";"37328";"184";"95";"89"
"Rio de Janeiro";"47 anos";"162082";"75322";"86760";"64258";"28614";"35644";"27759";"13241";"14518";"261";"123";"138";"69627";"33262";"36365";"174";"81";"93"
"Rio de Janeiro";"48 anos";"162244";"75586";"86658";"63953";"28281";"35672";"27769";"13358";"14411";"245";"111";"134";"70080";"33742";"36338";"187";"91";"96"
"Rio de Janeiro";"49 anos";"160806";"74212";"86594";"63540";"28272";"35268";"27635";"12863";"14772";"221";"90";"131";"69229";"32912";"36317";"178";"73";"105"
"Rio de Janeiro";"50 a 54 anos";"801200";"371074";"430126";"321320";"142658";"178662";"135221";"63774";"71447";"1144";"501";"643";"342602";"163748";"178854";"887";"381";"506"
"Rio de Janeiro";"50 anos";"183997";"86580";"97417";"72139";"32446";"39693";"31586";"15255";"16331";"268";"120";"148";"79799";"38666";"41133";"198";"90";"108"
"Rio de Janeiro";"51 anos";"155192";"71829";"83363";"63228";"28055";"35173";"26050";"12310";"13740";"258";"104";"154";"65499";"31294";"34205";"154";"64";"90"
"Rio de Janeiro";"52 anos";"164565";"76274";"88291";"65477";"29021";"36456";"28088";"13285";"14803";"215";"87";"128";"70600";"33801";"36799";"178";"79";"99"
"Rio de Janeiro";"53 anos";"151827";"69789";"82038";"61253";"27103";"34150";"25471";"11792";"13679";"210";"93";"117";"64707";"30721";"33986";"179";"76";"103"
"Rio de Janeiro";"54 anos";"145619";"66602";"79017";"59223";"26033";"33190";"24026";"11132";"12894";"193";"97";"96";"61997";"29266";"32731";"178";"72";"106"
"Rio de Janeiro";"55 a 59 anos";"755206";"343141";"412065";"320355";"141384";"178971";"120840";"54923";"65917";"982";"462";"520";"312148";"145999";"166149";"859";"361";"498"
"Rio de Janeiro";"55 anos";"153166";"70286";"82880";"63048";"27857";"35191";"24768";"11537";"13231";"182";"91";"91";"65002";"30737";"34265";"158";"59";"99"
"Rio de Janeiro";"56 anos";"152685";"69836";"82849";"63970";"28436";"35534";"24833";"11389";"13444";"228";"104";"124";"63483";"29829";"33654";"169";"78";"91"
"Rio de Janeiro";"57 anos";"150030";"68189";"81841";"63848";"28189";"35659";"24169";"10962";"13207";"195";"91";"104";"61622";"28858";"32764";"190";"84";"106"
"Rio de Janeiro";"58 anos";"154727";"70001";"84726";"66401";"29295";"37106";"24376";"10991";"13385";"198";"98";"100";"63574";"29550";"34024";"175";"66";"109"
"Rio de Janeiro";"59 anos";"144598";"64829";"79769";"63088";"27607";"35481";"22694";"10044";"12650";"179";"78";"101";"58467";"27025";"31442";"167";"74";"93"
"Rio de Janeiro";"60 a 64 anos";"691133";"306220";"384913";"302572";"130652";"171920";"108478";"47253";"61225";"845";"383";"462";"278399";"127594";"150805";"818";"330";"488"
"Rio de Janeiro";"60 anos";"156655";"70622";"86033";"67198";"29335";"37863";"24673";"11016";"13657";"205";"97";"108";"64390";"30099";"34291";"183";"72";"111"
"Rio de Janeiro";"61 anos";"133478";"59268";"74210";"58900";"25599";"33301";"20776";"9204";"11572";"153";"60";"93";"53506";"24345";"29161";"141";"59";"82"
"Rio de Janeiro";"62 anos";"143133";"63352";"79781";"62530";"27050";"35480";"22690";"9773";"12917";"146";"72";"74";"57602";"26382";"31220";"160";"73";"87"
"Rio de Janeiro";"63 anos";"132609";"58323";"74286";"57992";"24916";"33076";"20911";"8942";"11969";"172";"64";"108";"53353";"24328";"29025";"177";"73";"104"
"Rio de Janeiro";"64 anos";"125258";"54655";"70603";"55952";"23752";"32200";"19428";"8318";"11110";"169";"90";"79";"49548";"22440";"27108";"157";"53";"104"
"Rio de Janeiro";"65 a 69 anos";"569287";"242783";"326504";"260775";"108714";"152061";"88392";"36421";"51971";"795";"353";"442";"218556";"97008";"121548";"754";"284";"470"
"Rio de Janeiro";"65 anos";"134955";"58521";"76434";"59762";"25418";"34344";"21249";"8924";"12325";"172";"70";"102";"53588";"24038";"29550";"183";"71";"112"
"Rio de Janeiro";"66 anos";"116035";"49426";"66609";"52775";"21984";"30791";"17928";"7455";"10473";"157";"81";"76";"45030";"19863";"25167";"145";"43";"102"
"Rio de Janeiro";"67 anos";"110936";"47137";"63799";"50981";"21160";"29821";"17387";"7131";"10256";"156";"69";"87";"42241";"18707";"23534";"166";"68";"98"
"Rio de Janeiro";"68 anos";"108901";"46239";"62662";"50560";"20934";"29626";"16877";"6922";"9955";"162";"64";"98";"41155";"18267";"22888";"143";"51";"92"
"Rio de Janeiro";"69 anos";"98460";"41460";"57000";"46697";"19218";"27479";"14951";"5989";"8962";"148";"69";"79";"36542";"16133";"20409";"117";"51";"66"
"Rio de Janeiro";"70 a 74 anos";"422397";"174261";"248136";"209720";"85051";"124669";"61579";"24229";"37350";"839";"352";"487";"149694";"64432";"85262";"550";"191";"359"
"Rio de Janeiro";"70 anos";"103490";"43511";"59979";"49328";"20322";"29006";"15661";"6259";"9402";"202";"82";"120";"38159";"16791";"21368";"137";"56";"81"
"Rio de Janeiro";"71 anos";"85513";"35652";"49861";"42139";"17287";"24852";"12656";"5095";"7561";"164";"65";"99";"30434";"13162";"17272";"118";"42";"76"
"Rio de Janeiro";"72 anos";"89044";"36685";"52359";"43850";"17674";"26176";"13050";"5210";"7840";"173";"75";"98";"31862";"13688";"18174";"106";"37";"69"
"Rio de Janeiro";"73 anos";"75020";"30487";"44533";"38389";"15432";"22957";"10504";"4042";"6462";"156";"61";"95";"25859";"10917";"14942";"110";"33";"77"
"Rio de Janeiro";"74 anos";"69330";"27926";"41404";"36014";"14336";"21678";"9708";"3623";"6085";"144";"69";"75";"23380";"9874";"13506";"79";"23";"56"
"Rio de Janeiro";"75 a 79 anos";"266297";"102864";"163433";"143024";"54807";"88217";"35521";"12740";"22781";"539";"252";"287";"86822";"34946";"51876";"377";"115";"262"
"Rio de Janeiro";"75 anos";"65950";"25903";"40047";"34624";"13449";"21175";"8788";"3177";"5611";"144";"69";"75";"22309";"9182";"13127";"84";"26";"58"
"Rio de Janeiro";"76 anos";"57551";"22513";"35038";"30550";"11906";"18644";"7774";"2879";"4895";"107";"43";"64";"19033";"7657";"11376";"82";"27";"55"
"Rio de Janeiro";"77 anos";"51075";"19781";"31294";"27759";"10657";"17102";"6841";"2483";"4358";"93";"45";"48";"16308";"6576";"9732";"72";"19";"53"
"Rio de Janeiro";"78 anos";"48564";"18561";"30003";"26381";"10041";"16340";"6542";"2306";"4236";"112";"54";"58";"15449";"6136";"9313";"76";"23";"53"
"Rio de Janeiro";"79 anos";"43157";"16106";"27051";"23710";"8754";"14956";"5576";"1895";"3681";"83";"41";"42";"13723";"5395";"8328";"63";"20";"43"
"Rio de Janeiro";"80 a 84 anos";"174007";"62154";"111853";"99241";"35413";"63828";"21514";"7031";"14483";"407";"192";"215";"52599";"19440";"33159";"233";"74";"159"
"Rio de Janeiro";"80 anos";"43439";"15990";"27449";"24146";"8837";"15309";"5608";"1932";"3676";"103";"51";"52";"13530";"5159";"8371";"51";"10";"41"
"Rio de Janeiro";"81 anos";"35310";"13003";"22307";"20245";"7450";"12795";"4356";"1407";"2949";"85";"39";"46";"10572";"4091";"6481";"51";"16";"35"
"Rio de Janeiro";"82 anos";"36024";"12780";"23244";"20291";"7201";"13090";"4552";"1505";"3047";"85";"43";"42";"11045";"4011";"7034";"47";"20";"27"
"Rio de Janeiro";"83 anos";"30935";"10782";"20153";"18015";"6296";"11719";"3634";"1152";"2482";"82";"36";"46";"9157";"3283";"5874";"43";"13";"30"
"Rio de Janeiro";"84 anos";"28299";"9599";"18700";"16544";"5629";"10915";"3364";"1035";"2329";"52";"23";"29";"8295";"2896";"5399";"41";"15";"26"
"Rio de Janeiro";"85 a 89 anos";"98222";"30918";"67304";"59665";"18901";"40764";"11339";"3172";"8167";"219";"92";"127";"26877";"8719";"18158";"113";"32";"81"
"Rio de Janeiro";"85 anos";"24747";"8205";"16542";"14723";"4892";"9831";"2968";"881";"2087";"62";"28";"34";"6959";"2395";"4564";"34";"9";"25"
"Rio de Janeiro";"86 anos";"23346";"7505";"15841";"13999";"4571";"9428";"2695";"763";"1932";"54";"18";"36";"6570";"2145";"4425";"25";"6";"19"
"Rio de Janeiro";"87 anos";"19696";"6155";"13541";"11935";"3742";"8193";"2237";"614";"1623";"39";"20";"19";"5458";"1771";"3687";"26";"8";"18"
"Rio de Janeiro";"88 anos";"16216";"4987";"11229";"10133";"3148";"6985";"1770";"484";"1286";"39";"22";"17";"4253";"1326";"2927";"20";"7";"13"
"Rio de Janeiro";"89 anos";"14217";"4066";"10151";"8875";"2548";"6327";"1669";"430";"1239";"25";"4";"21";"3637";"1082";"2555";"8";"2";"6"
"Rio de Janeiro";"90 a 94 anos";"44782";"11898";"32884";"28571";"7475";"21096";"4845";"1182";"3663";"85";"33";"52";"11206";"3191";"8015";"74";"17";"57"
"Rio de Janeiro";"90 anos";"12820";"3657";"9163";"7875";"2242";"5633";"1504";"381";"1123";"30";"8";"22";"3390";"1023";"2367";"21";"3";"18"
"Rio de Janeiro";"91 anos";"10259";"2792";"7467";"6698";"1769";"4929";"1009";"268";"741";"19";"12";"7";"2519";"739";"1780";"14";"4";"10"
"Rio de Janeiro";"92 anos";"9313";"2361";"6952";"5874";"1457";"4417";"1013";"230";"783";"17";"6";"11";"2394";"666";"1728";"15";"2";"13"
"Rio de Janeiro";"93 anos";"6892";"1738";"5154";"4489";"1127";"3362";"748";"174";"574";"9";"4";"5";"1633";"428";"1205";"12";"5";"7"
"Rio de Janeiro";"94 anos";"5498";"1350";"4148";"3635";"880";"2755";"571";"129";"442";"10";"3";"7";"1270";"335";"935";"12";"3";"9"
"Rio de Janeiro";"95 a 99 anos";"12286";"2693";"9593";"8038";"1698";"6340";"1392";"302";"1090";"17";"7";"10";"2821";"680";"2141";"17";"5";"12"
"Rio de Janeiro";"95 anos";"4105";"945";"3160";"2733";"603";"2130";"424";"97";"327";"3";"1";"2";"941";"243";"698";"4";"1";"3"
"Rio de Janeiro";"96 anos";"3129";"717";"2412";"2074";"463";"1611";"356";"81";"275";"3";"1";"2";"690";"170";"520";"5";"1";"4"
"Rio de Janeiro";"97 anos";"2212";"483";"1729";"1437";"301";"1136";"253";"58";"195";"4";"3";"1";"515";"119";"396";"3";"2";"1"
"Rio de Janeiro";"98 anos";"1716";"328";"1388";"1104";"208";"896";"214";"35";"179";"4";"1";"3";"393";"84";"309";"1";"-";"1"
"Rio de Janeiro";"99 anos";"1124";"220";"904";"690";"123";"567";"145";"31";"114";"3";"1";"2";"282";"64";"218";"4";"1";"3"
"Rio de Janeiro";"100 anos ou mais";"2070";"348";"1722";"1289";"205";"1084";"286";"42";"244";"1";"-";"1";"488";"100";"388";"5";"1";"4"
"Rio de Janeiro";"Total";"11760550";"5518197";"6242353";"4748580";"2153865";"2594715";"1946523";"926373";"1020150";"16284";"7346";"8938";"5037544";"2425479";"2612065";"11227";"4959";"6268"
"Rio de Janeiro";"0 a 4 anos";"627644";"317388";"310256";"265283";"133789";"131494";"78819";"40041";"38778";"609";"299";"310";"282642";"143112";"139530";"272";"139";"133"
"Rio de Janeiro";"Menos de 1 ano";"109661";"55394";"54267";"49801";"25089";"24712";"12444";"6317";"6127";"98";"54";"44";"47279";"23915";"23364";"38";"18";"20"
"Rio de Janeiro";"Menos de 1 mês";"7885";"4005";"3880";"3679";"1811";"1868";"823";"405";"418";"5";"3";"2";"3374";"1784";"1590";"4";"2";"2"
"Rio de Janeiro";"1 mês";"8381";"4282";"4099";"3727";"1854";"1873";"914";"482";"432";"6";"2";"4";"3731";"1941";"1790";"3";"3";"-"
"Rio de Janeiro";"2 meses";"9283";"4639";"4644";"4197";"2134";"2063";"1001";"483";"518";"11";"5";"6";"4072";"2016";"2056";"2";"1";"1"
"Rio de Janeiro";"3 meses";"9144";"4667";"4477";"4227";"2119";"2108";"1047";"554";"493";"9";"4";"5";"3860";"1990";"1870";"1";"-";"1"
"Rio de Janeiro";"4 meses";"9521";"4762";"4759";"4394";"2189";"2205";"1058";"536";"522";"8";"6";"2";"4058";"2028";"2030";"3";"3";"-"
"Rio de Janeiro";"5 meses";"8902";"4518";"4384";"4111";"2101";"2010";"1011";"504";"507";"5";"3";"2";"3773";"1908";"1865";"2";"2";"-"
"Rio de Janeiro";"6 meses";"9413";"4742";"4671";"4272";"2193";"2079";"1065";"530";"535";"10";"4";"6";"4062";"2015";"2047";"4";"-";"4"
"Rio de Janeiro";"7 meses";"9728";"4916";"4812";"4350";"2197";"2153";"1139";"559";"580";"11";"8";"3";"4225";"2150";"2075";"3";"2";"1"
"Rio de Janeiro";"8 meses";"9527";"4690";"4837";"4315";"2170";"2145";"1099";"547";"552";"6";"4";"2";"4103";"1967";"2136";"4";"2";"2"
"Rio de Janeiro";"9 meses";"9393";"4775";"4618";"4154";"2098";"2056";"1121";"571";"550";"4";"2";"2";"4109";"2103";"2006";"4";"-";"4"
"Rio de Janeiro";"10 meses";"9199";"4690";"4509";"4222";"2121";"2101";"1020";"540";"480";"13";"10";"3";"3939";"2018";"1921";"5";"1";"4"
"Rio de Janeiro";"11 meses";"9285";"4708";"4577";"4153";"2102";"2051";"1146";"606";"540";"10";"3";"7";"3973";"1995";"1978";"3";"2";"1"
"Rio de Janeiro";"1 ano";"112319";"56729";"55590";"48941";"24638";"24303";"13616";"6982";"6634";"123";"62";"61";"49581";"25022";"24559";"53";"23";"30"
"Rio de Janeiro";"2 anos";"128444";"65030";"63414";"54108";"27397";"26711";"16285";"8171";"8114";"139";"73";"66";"57869";"29364";"28505";"41";"24";"17"
"Rio de Janeiro";"3 anos";"135755";"68438";"67317";"55599";"27943";"27656";"17640";"8923";"8717";"142";"63";"79";"62297";"31472";"30825";"73";"34";"39"
"Rio de Janeiro";"4 anos";"141465";"71797";"69668";"56834";"28722";"28112";"18834";"9648";"9186";"107";"47";"60";"65616";"33339";"32277";"67";"40";"27"
"Rio de Janeiro";"5 a 9 anos";"738510";"376434";"362076";"277579";"140788";"136791";"104402";"53265";"51137";"763";"421";"342";"355359";"181752";"173607";"391";"198";"193"
"Rio de Janeiro";"5 anos";"140161";"71038";"69123";"54220";"27342";"26878";"19331";"9756";"9575";"137";"70";"67";"66398";"33836";"32562";"73";"32";"41"
"Rio de Janeiro";"6 anos";"149457";"76301";"73156";"57211";"29127";"28084";"20751";"10584";"10167";"150";"82";"68";"71283";"36471";"34812";"60";"35";"25"
"Rio de Janeiro";"7 anos";"152317";"77255";"75062";"57233";"28674";"28559";"21313";"10884";"10429";"161";"92";"69";"73525";"37559";"35966";"82";"44";"38"
"Rio de Janeiro";"8 anos";"148211";"75868";"72343";"54659";"28071";"26588";"21461";"10956";"10505";"161";"86";"75";"71847";"36719";"35128";"82";"35";"47"
"Rio de Janeiro";"9 anos";"148364";"75972";"72392";"54256";"27574";"26682";"21546";"11085";"10461";"154";"91";"63";"72306";"37167";"35139";"94";"52";"42"
"Rio de Janeiro";"10 a 14 anos";"696742";"356821";"339921";"251954";"127455";"124499";"105017";"54550";"50467";"787";"397";"390";"338540";"174167";"164373";"424";"244";"180"
"Rio de Janeiro";"10 anos";"139430";"71843";"67587";"51146";"26189";"24957";"20373";"10600";"9773";"150";"80";"70";"67693";"34940";"32753";"65";"33";"32"
"Rio de Janeiro";"11 anos";"138464";"70855";"67609";"50626";"25641";"24985";"20544";"10674";"9870";"130";"77";"53";"67071";"34409";"32662";"87";"52";"35"
"Rio de Janeiro";"12 anos";"143796";"73419";"70377";"51879";"26276";"25603";"21396";"11094";"10302";"170";"90";"80";"70259";"35910";"34349";"91";"48";"43"
"Rio de Janeiro";"13 anos";"139872";"71272";"68600";"49663";"24802";"24861";"21588";"11207";"10381";"157";"72";"85";"68374";"35141";"33233";"85";"47";"38"
"Rio de Janeiro";"14 anos";"135180";"69432";"65748";"48640";"24547";"24093";"21116";"10975";"10141";"180";"78";"102";"65143";"33767";"31376";"96";"64";"32"
"Rio de Janeiro";"15 a 19 anos";"733557";"372436";"361121";"263484";"130407";"133077";"126930";"64968";"61962";"782";"362";"420";"341850";"176437";"165413";"495";"254";"241"
"Rio de Janeiro";"15 anos";"142250";"72222";"70028";"51084";"25246";"25838";"22924";"11752";"11172";"119";"58";"61";"68036";"35120";"32916";"86";"45";"41"
"Rio de Janeiro";"16 anos";"143553";"73104";"70449";"51559";"25678";"25881";"24018";"12418";"11600";"148";"71";"77";"67746";"34893";"32853";"79";"43";"36"
"Rio de Janeiro";"17 anos";"147305";"74952";"72353";"52795";"26372";"26423";"25493";"12999";"12494";"147";"68";"79";"68772";"35463";"33309";"95";"47";"48"
"Rio de Janeiro";"18 anos";"152589";"77436";"75153";"54870";"26991";"27879";"27425";"14058";"13367";"190";"86";"104";"69978";"36237";"33741";"121";"64";"57"
"Rio de Janeiro";"19 anos";"147860";"74722";"73138";"53176";"26120";"27056";"27070";"13741";"13329";"178";"79";"99";"67318";"34724";"32594";"114";"55";"59"
"Rio de Janeiro";"20 a 24 anos";"847232";"420208";"427024";"309018";"149343";"159675";"158922";"80437";"78485";"1029";"441";"588";"377618";"189672";"187946";"624";"304";"320"
"Rio de Janeiro";"20 anos";"154491";"76988";"77503";"55861";"26944";"28917";"28486";"14418";"14068";"182";"81";"101";"69852";"35485";"34367";"105";"58";"47"
"Rio de Janeiro";"21 anos";"161615";"80303";"81312";"59157";"28721";"30436";"30135";"15249";"14886";"181";"74";"107";"72026";"36203";"35823";"111";"54";"57"
"Rio de Janeiro";"22 anos";"185677";"92372";"93305";"67527";"32510";"35017";"34909";"17712";"17197";"224";"92";"132";"82872";"41996";"40876";"141";"61";"80"
"Rio de Janeiro";"23 anos";"174955";"86262";"88693";"63616";"30688";"32928";"32869";"16561";"16308";"209";"92";"117";"78114";"38852";"39262";"144";"66";"78"
"Rio de Janeiro";"24 anos";"170494";"84283";"86211";"62857";"30480";"32377";"32523";"16497";"16026";"233";"102";"131";"74754";"37136";"37618";"123";"65";"58"
"Rio de Janeiro";"25 a 29 anos";"861607";"415587";"446020";"316795";"149611";"167184";"164869";"81743";"83126";"1128";"456";"672";"377942";"183345";"194597";"840";"414";"426"
"Rio de Janeiro";"25 anos";"181870";"88544";"93326";"67155";"31750";"35405";"34335";"17168";"17167";"235";"86";"149";"79967";"39457";"40510";"172";"80";"92"
"Rio de Janeiro";"26 anos";"172192";"83065";"89127";"63727";"30178";"33549";"32722";"16211";"16511";"229";"94";"135";"75326";"36487";"38839";"178";"91";"87"
"Rio de Janeiro";"27 anos";"174023";"83941";"90082";"63529";"30031";"33498";"33566";"16541";"17025";"214";"95";"119";"76553";"37183";"39370";"155";"88";"67"
"Rio de Janeiro";"28 anos";"171964";"82890";"89074";"62845";"29621";"33224";"33235";"16568";"16667";"229";"98";"131";"75499";"36530";"38969";"151";"69";"82"
"Rio de Janeiro";"29 anos";"161558";"77147";"84411";"59539";"28031";"31508";"31011";"15255";"15756";"221";"83";"138";"70597";"33688";"36909";"184";"86";"98"
"Rio de Janeiro";"30 a 34 anos";"860649";"410458";"450191";"324557";"150822";"173735";"159363";"78854";"80509";"1328";"592";"736";"374491";"179773";"194718";"877";"401";"476"
"Rio de Janeiro";"30 anos";"183783";"88477";"95306";"68364";"32152";"36212";"33892";"17080";"16812";"257";"114";"143";"81085";"39046";"42039";"177";"82";"95"
"Rio de Janeiro";"31 anos";"156966";"75039";"81927";"59836";"27936";"31900";"29383";"14522";"14861";"269";"119";"150";"67297";"32381";"34916";"174";"78";"96"
"Rio de Janeiro";"32 anos";"180079";"85561";"94518";"67535";"31335";"36200";"32966";"16297";"16669";"277";"132";"145";"79107";"37710";"41397";"190";"85";"105"
"Rio de Janeiro";"33 anos";"172661";"82107";"90554";"65181";"30057";"35124";"32029";"15773";"16256";"266";"119";"147";"75026";"36082";"38944";"155";"74";"81"
"Rio de Janeiro";"34 anos";"167160";"79274";"87886";"63641";"29342";"34299";"31093";"15182";"15911";"259";"108";"151";"71976";"34554";"37422";"181";"82";"99"
"Rio de Janeiro";"35 a 39 anos";"892793";"420254";"472539";"341510";"155643";"185867";"161235";"78237";"82998";"1527";"713";"814";"387529";"185206";"202323";"949";"431";"518"
"Rio de Janeiro";"35 anos";"183592";"87080";"96512";"69640";"32046";"37594";"32913";"16188";"16725";"307";"142";"165";"80541";"38613";"41928";"181";"85";"96"
"Rio de Janeiro";"36 anos";"178033";"83455";"94578";"67973";"30884";"37089";"32399";"15746";"16653";"297";"136";"161";"77175";"36613";"40562";"186";"76";"110"
"Rio de Janeiro";"37 anos";"170448";"79960";"90488";"65685";"29849";"35836";"31028";"14987";"16041";"277";"131";"146";"73260";"34911";"38349";"188";"78";"110"
"Rio de Janeiro";"38 anos";"178836";"84434";"94402";"68233";"30987";"37246";"32126";"15659";"16467";"305";"155";"150";"77958";"37523";"40435";"200";"100";"100"
"Rio de Janeiro";"39 anos";"181884";"85325";"96559";"69979";"31877";"38102";"32769";"15657";"17112";"341";"149";"192";"78595";"37546";"41049";"194";"92";"102"
"Rio de Janeiro";"40 a 44 anos";"950365";"448281";"502084";"368875";"166873";"202002";"168581";"81943";"86638";"1567";"668";"899";"410300";"198311";"211989";"1011";"474";"537"
"Rio de Janeiro";"40 anos";"218357";"103866";"114491";"84203";"38589";"45614";"38345";"18950";"19395";"333";"138";"195";"95253";"46093";"49160";"217";"94";"123"
"Rio de Janeiro";"41 anos";"183445";"86996";"96449";"71917";"32982";"38935";"32756";"15867";"16889";"287";"127";"160";"78274";"37907";"40367";"207";"112";"95"
"Rio de Janeiro";"42 anos";"204794";"96737";"108057";"79049";"35621";"43428";"36421";"17876";"18545";"319";"137";"182";"88815";"43022";"45793";"185";"79";"106"
"Rio de Janeiro";"43 anos";"179208";"83728";"95480";"69499";"31007";"38492";"31869";"15270";"16599";"331";"147";"184";"77293";"37204";"40089";"208";"99";"109"
"Rio de Janeiro";"44 anos";"164561";"76954";"87607";"64207";"28674";"35533";"29190";"13980";"15210";"297";"119";"178";"70665";"34085";"36580";"194";"90";"104"
"Rio de Janeiro";"45 a 49 anos";"815109";"379778";"435331";"319648";"142509";"177139";"141367";"67340";"74027";"1221";"535";"686";"351989";"168992";"182997";"860";"393";"467"
"Rio de Janeiro";"45 anos";"182274";"86269";"96005";"70224";"31806";"38418";"31710";"15386";"16324";"261";"105";"156";"79894";"38892";"41002";"180";"79";"101"
"Rio de Janeiro";"46 anos";"161816";"75275";"86541";"63310";"28191";"35119";"28482";"13495";"14987";"256";"115";"141";"69592";"33384";"36208";"172";"88";"84"
"Rio de Janeiro";"47 anos";"157261";"73046";"84215";"62327";"27723";"34604";"27105";"12922";"14183";"253";"121";"132";"67410";"32208";"35202";"163";"71";"92"
"Rio de Janeiro";"48 anos";"157528";"73252";"84276";"62059";"27398";"34661";"27099";"13000";"14099";"239";"109";"130";"67948";"32657";"35291";"174";"85";"89"
"Rio de Janeiro";"49 anos";"156230";"71936";"84294";"61728";"27391";"34337";"26971";"12537";"14434";"212";"85";"127";"67145";"31851";"35294";"171";"70";"101"
"Rio de Janeiro";"50 a 54 anos";"778571";"360233";"418338";"312111";"138520";"173591";"132190";"62267";"69923";"1091";"477";"614";"332305";"158593";"173712";"849";"364";"485"
"Rio de Janeiro";"50 anos";"178779";"83999";"94780";"70094";"31480";"38614";"30840";"14889";"15951";"252";"110";"142";"77397";"37429";"39968";"189";"88";"101"
"Rio de Janeiro";"51 anos";"150826";"69734";"81092";"61407";"27216";"34191";"25474";"12024";"13450";"250";"101";"149";"63548";"30332";"33216";"144";"59";"85"
"Rio de Janeiro";"52 anos";"160028";"74139";"85889";"63634";"28222";"35412";"27494";"12987";"14507";"210";"84";"126";"68509";"32766";"35743";"174";"79";"95"
